"281471211526208","281471211526223","HR","Croatia","Osnovna skola Josipa Broza Kumrovec"
"281471211606540","281471211606543","NL","Netherlands (Kingdom of the)","H & M Hennes & Mauritz Netherlands BV"
"281471211613072","281471211613079","NL","Netherlands (Kingdom of the)","Defacto"
"281471211619888","281471211619895","NL","Netherlands (Kingdom of the)","Bertram en Brood"
"281471211627368","281471211627375","NL","Netherlands (Kingdom of the)","Albeda College"
"281471211634532","281471211634535","NL","Netherlands (Kingdom of the)","KPN B.V."
"281471211642152","281471211642159","NL","Netherlands (Kingdom of the)","Denieuwestad BV"
"281471211650336","281471211650343","NL","Netherlands (Kingdom of the)","H E Technologie BV"
"281471211658376","281471211658383","NL","Netherlands (Kingdom of the)","Cafe De Casteleyn"
"281471211666128","281471211666131","NL","Netherlands (Kingdom of the)","VOF Kamminga"
"281471212329280","281471212329287","NL","Netherlands (Kingdom of the)","KPN B.V."
"281471212336616","281471212336619","NL","Netherlands (Kingdom of the)","VOF Aannemersbedrijf H M Loomans"
"281471212343580","281471212343583","NL","Netherlands (Kingdom of the)","Cewe Nederland BV"
"281471212351244","281471212351247","NL","Netherlands (Kingdom of the)","J. Hummel"
"281471212358488","281471212358491","NL","Netherlands (Kingdom of the)","Suver & Skjin Wynenerzjy BV"
"281471212366784","281471212366791","NL","Netherlands (Kingdom of the)","Domino Piza"
"281471212374224","281471212374227","NL","Netherlands (Kingdom of the)","Bagxs"
"281471212381808","281471212381815","NL","Netherlands (Kingdom of the)","Restaurant el Argentino"
"281471212389392","281471212389399","NL","Netherlands (Kingdom of the)","Zeeuwse Stromen BV"
"281471212397568","281471212397575","NL","Netherlands (Kingdom of the)","Halfords"
"281471212406560","281471212406567","NL","Netherlands (Kingdom of the)","Rijkswaterstaat DID"
"281471212415348","281471212415359","NL","Netherlands (Kingdom of the)","KPN B.V."
"281471212452640","281471212452647","NL","Netherlands (Kingdom of the)","Stichting een plus samenwerking"
"281471214087168","281471214087679","FR","France","PacketFabric (UK) Ltd"
"281471214561364","281471214561367","IT","Italy","Antonelli Transit Air Malp. SRL"
"281471214584696","281471214584703","IT","Italy","Rossi Profumi S.p.A."
"281471214609112","281471214609127","IT","Italy","Trace SRL"
"281471214624584","281471214624591","IT","Italy","America Graffiti S.r.l."
"281471214639192","281471214639199","IT","Italy","Cassa di Risparmio di Fermo SpA"
"281471214660680","281471214660687","IT","Italy","Procura della Repubblica di Catanzaro"
"281471214683548","281471214683551","IT","Italy","Sordi S.r.l."
"281471214701992","281471214701995","IT","Italy","Infrastrutture E Telecomunicazioni Per l'Italia S.p.A."
"281471214723704","281471214723711","IT","Italy","Telecom Italia S.p.A."
"281471214745780","281471214745783","IT","Italy","Zucchetti Spa"
"281471214775480","281471214775483","IT","Italy","Priolo Antonio"
"281471214795360","281471214795367","IT","Italy","Calzedonia S.p.A."
"281471214813280","281471214813287","IT","Italy","Romeo Servizi S.r.l."
"281471214834960","281471214834967","IT","Italy","Cup 2000 SpA"
"281471214862864","281471214862879","IT","Italy","Aisa Impianti S.p.A."
"281471214901876","281471214901879","IT","Italy","Cooperativa Sociale Societa' D Olce"
"281471214933040","281471214934031","IT","Italy","Telecom Italia S.p.A."
"281471215994672","281471215994679","GB","United Kingdom of Great Britain and Northern Ireland","Indigo Business Port"
"281471221391488","281471221391503","CA","Canada","Cargill Inc"
"281471222530240","281471222530255","MX","Mexico","Luxottica Group S.p.A."
"281471222573464","281471222573471","CA","Canada","Tech Mahindra Ltd"
"281471258684233","281471258684239","MX","Mexico","Google LLC"
"281471261641224","281471261641224","US","United States of America","Google LLC"
"281471274006912","281471274006919","JP","Japan","SecureWorks Corp"
"281471277483296","281471277483303","US","United States of America","Hometown Pharmacy"
"281471277493216","281471277493223","US","United States of America","United Health Group/Remote Sites"
"281471277503808","281471277503815","US","United States of America","Money Management Services Inc."
"281471277521920","281471277521959","US","United States of America","Charter Communications LLC"
"281471277541160","281471277541167","US","United States of America","Premier Wash Systems LLC"
"281471277552128","281471277552135","US","United States of America","Morro Crest Inn"
"281471277564608","281471277564615","US","United States of America","North Carolina Wilderness Ltd"
"281471277575208","281471277575215","US","United States of America","Quality Foods"
"281471277585952","281471277585959","US","United States of America","Hudsonville Dental Associates"
"281471277761728","281471277761735","US","United States of America","Russell Technologies Inc"
"281471277771672","281471277771679","US","United States of America","Lake Pet Hospital"
"281471288167890","281471288167890","SG","Singapore","PT Aplikanusa Lintasarta"
"281471303566208","281471303566223","DE","Germany","Stadt Heidelberg"
"281471305530664","281471305530687","RU","Russian Federation","JSC Severen-Telecom"
"281471306347526","281471306347526","CH","Switzerland","CSP Centre Specialites Pharmaceutiques"
"281471306401856","281471306401887","IT","Italy","OVH SAS"
"281471306477536","281471306477551","DE","Germany","TKL Man Tansfer Netz 130"
"281471307354876","281471307354879","NL","Netherlands (Kingdom of the)","Natuurmonumenten"
"281471307360224","281471307360227","NL","Netherlands (Kingdom of the)","KPN B.V."
"281471307365072","281471307365075","NL","Netherlands (Kingdom of the)","Hunkemoller"
"281471307370592","281471307370599","NL","Netherlands (Kingdom of the)","Stichting Tactus Verslavingszorg"
"281471307375612","281471307375615","NL","Netherlands (Kingdom of the)","Scheldezoom Farmacie BV"
"281471307380960","281471307380963","NL","Netherlands (Kingdom of the)","Rosso BV"
"281471307386188","281471307386191","NL","Netherlands (Kingdom of the)","Safe Tools"
"281471307391772","281471307391775","NL","Netherlands (Kingdom of the)","Tiger Stores Nederland BV"
"281471307397660","281471307397663","NL","Netherlands (Kingdom of the)","Stichting Veldsport Accommodaties Nijmegen"
"281471307403576","281471307403579","NL","Netherlands (Kingdom of the)","Triade media bv"
"281471309645624","281471309645627","PL","Poland","Polskie Mlyny S.A."
"281471310402560","281471310402815","ES","Spain","Secure Data Systems SRL"
