"281473857124287","281473857124287","RES","BR","Brazil","Sao Paulo","Sao Paulo","Telefonica Brasil S.A","telefonica.com.br","MOB","27699","Telefonica Brasil S.A","21","-","-","40"
"281473857178438","281473857178438","RES","BR","Brazil","Sao Paulo","Franca","Telefonica Brasil S.A","telefonica.com.br","MOB","27699","Telefonica Brasil S.A","26","-","-","35"
"281473857421595","281473857421595","RES","BR","Brazil","Parana","Curitiba","Brasil Telecom Comunicacao Multimidia S.A","brasiltelecom.net.br","ISP/MOB","8167","V Tal","11","-","-","50"
"281473857612853","281473857612853","RES","BR","Brazil","Parana","Curitiba","Brasil Telecom Comunicacao Multimidia S.A","brasiltelecom.net.br","ISP/MOB","8167","V Tal","27","-","-","34"
"281473857733306","281473857733306","RES","BR","Brazil","Bahia","Salvador","Tim S.A.","tim.com.br","ISP","26615","Tim S/A","17","-","-","44"
"281473857799672","281473857799672","RES","BR","Brazil","Sao Paulo","Sao Paulo","Telefonica Brasil S.A","telefonica.com.br","MOB","27699","Telefonica Brasil S.A","27","-","-","34"
"281473857861498","281473857861498","RES","BR","Brazil","Sao Paulo","Sao Paulo","Telefonica Brasil S.A","telefonica.com.br","MOB","27699","Telefonica Brasil S.A","8","-","-","53"
"281473858152831","281473858152831","RES","BR","Brazil","Amazonas","Rio Preto da Eva","Idnett Servicos de Comunicacao Multimidia Ltda","idnetttelecom.com.br","ISP","270537","Idnett Servicos de Comunicacao Multimidia Ltda","19","-","-","42"
"281473858188520","281473858188520","RES","BR","Brazil","Rio de Janeiro","Volta Redonda","S. O. do Brasil Telecomunicacoes Ltda ME","sodobrasil.net.br","ISP","28171","S. O. do Brasil Telecomunicacoes Ltda ME","27","-","-","34"
"281473858237326","281473858237326","RES","BR","Brazil","Sao Paulo","Leme","Webnet Telecom","webnettelecom.com.br","ISP","270540","Webnet Telecom","23","-","-","38"
"281473858473954","281473858473954","RES","BR","Brazil","Para","Jurema","Jupiter Provedor de Internet Ltda","lunarnet.com.br","ISP","28182","Jupiter Provedor de Internet Ltda","10","-","-","51"
"281473858526335","281473858526335","RES","BR","Brazil","Minas Gerais","Lavras","Stratus Telecomunicacoes Ltda","stratus.com.br","ISP","28187","Stratus Telecomunicacoes Ltda","14","-","-","47"
"281473858546696","281473858546696","RES","BR","Brazil","Maranhao","Imperatriz","Jupiter Telecomunicacoes e Informatica Ltda","jupiter.com.br","ISP","28191","Jupiter Telecomunicacoes e Informatica Ltda","26","-","-","35"
"281473858590925","281473858590925","RES","BR","Brazil","Bahia","Taquarandi","Proxxima Telecomunicacoes SA","proxxima.net","ISP","262773","Proxxima Telecomunicacoes SA","24","-","-","37"
"281473858596024","281473858596024","RES","BR","Brazil","Parana","Marialva","Isuper Telecomunicacoes Info Ltda","com.br","ISP","263579","Isuper Telecomunicacoes Info Ltda","18","-","-","43"
"281473858691111","281473858691111","RES","BR","Brazil","Sao Paulo","Pedregulho","Claro S.A.","claro.com.br","MOB","22085","Claro S/A","21","-","-","40"
"281473859028670","281473859028670","RES","BR","Brazil","Goias","Goiania","Telefonica Brasil S.A","telefonica.com.br","MOB","26599","Telefonica Brasil S.A","13","-","-","48"
"281473859208699","281473859208699","RES","BR","Brazil","Sao Paulo","Sao Paulo","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","24","-","-","37"
"281473859413779","281473859413779","RES","BR","Brazil","Rio Grande do Sul","Venancio Aires","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","3","-","-","58"
"281473859879700","281473859879700","RES","BR","Brazil","Sao Paulo","Sao Jose do Rio Preto","Telefonica Brasil S.A","telefonica.com.br","MOB","27699","Telefonica Brasil S.A","12","-","-","49"
"281473859927250","281473859927250","RES","BR","Brazil","Sao Paulo","Sao Paulo","Telefonica Brasil S.A","telefonica.com.br","MOB","27699","Telefonica Brasil S.A","17","-","-","44"
"281473860060027","281473860060027","RES","BR","Brazil","Rio de Janeiro","Tres Rios","Giga Mais Fibra Telecomunicacoes S.A.","gigamaisfibra.com.br","ISP","28210","Giga Mais Fibra Telecomunicacoes S.A.","21","-","-","40"
"281473860104370","281473860104370","RES","BR","Brazil","Santa Catarina","Blumenau","Unifique Telecomunicacoes S/A","unifique.net","ISP/MOB","28343","Unifique Telecomunicacoes S/A","4","-","-","57"
"281473860170423","281473860170423","RES","BR","Brazil","Minas Gerais","Pocos de Caldas","Telefonica Brasil S.A","telefonica.com.br","MOB","18881","Telefonica Brasil S.A","15","-","-","46"
"281473860577444","281473860577444","RES","BR","Brazil","Sao Paulo","Sao Paulo","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","13","-","-","48"
"281473860722741","281473860722741","RES","BR","Brazil","Sao Paulo","Ribeirao Preto","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","29","-","-","32"
"281473860768503","281473860768503","RES","BR","Brazil","Minas Gerais","Barbacena","Net Rosas Telecomunicacoes Ltda.","net-rosas.com.br","ISP","28219","Net Rosas Telecomunicacoes Ltda.","29","-","-","32"
"281473860831424","281473860831447","DCH","BR","Brazil","Sao Paulo","Cotia","Cirion Technologies do Brasil Ltda.","ciriontechnologies.com","DCH","3549","Level 3 Parent LLC","1","-","-","3"
"281473860895257","281473860895257","RES","BR","Brazil","Bahia","Ipira","Technet de Ipira Ltda ME","technetipira.com.br","ISP","270315","Technet de Ipira Ltda ME","25","-","-","36"
"281473860915345","281473860915345","RES","BR","Brazil","Rio de Janeiro","Rio de Janeiro","Acesse Wi-Fi Servicos Instalacao E Manutencao","acessewifi.com.br","ISP","270632","Acesse Wi-Fi Servicos Instalacao E Manutencao","12","-","-","49"
"281473860954387","281473860954387","RES","BR","Brazil","Minas Gerais","Andradas","Hardonline Ltda","hardonline.com.br","ISP","28229","Hardonline Ltda","19","-","-","42"
"281473861005464","281473861005464","RES","BR","Brazil","Parana","Guaratuba","Guilherme Portugal Freixo ME","evofibra.com.br","ISP","270713","Guilherme Portugal Freixo ME","7","-","-","54"
"281473861076875","281473861076875","RES","MX","Mexico","Queretaro","Queretaro","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","18","-","-","43"
"281473861167287","281473861167287","RES","MX","Mexico","Ciudad de Mexico","Mexico City","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","28","-","-","33"
"281473861273687","281473861273687","RES","MX","Mexico","Ciudad de Mexico","Mexico City","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","4","-","-","57"
"281473861397579","281473861397579","RES","MX","Mexico","Mexico","Zacualpan","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","5","-","-","56"
"281473861545064","281473861545064","RES","MX","Mexico","Michoacan de Ocampo","Sahuayo de Morelos","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","26","-","-","35"
"281473861622237","281473861622237","RES","MX","Mexico","Mexico","Toluca","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","14","-","-","47"
"281473861681661","281473861681662","RES","MX","Mexico","Mexico","Ocuilan de Arteaga","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","18","-","-","43"
"281473861717012","281473861717012","RES","MX","Mexico","Mexico","Santo Tomas de los Platanos","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","25","-","-","36"
"281473861806715","281473861806715","RES","MX","Mexico","Mexico","Ciudad Nezahualcoyotl","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","23","-","-","38"
"281473861845462","281473861845462","RES","MX","Mexico","Tamaulipas","Reynosa","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","7","-","-","54"
"281473861939307","281473861939307","RES","MX","Mexico","Michoacan de Ocampo","Patzcuaro","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","25","-","-","36"
"281473861979010","281473861979010","RES","MX","Mexico","Hidalgo","Pachuca de Soto","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","24","-","-","37"
"281473862066365","281473862066365","RES","MX","Mexico","Guerrero","Zihuatanejo","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","19","-","-","42"
"281473862133736","281473862133736","RES","MX","Mexico","Mexico","Hueypoxtla","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","14","-","-","47"
"281473862253279","281473862253279","RES","MX","Mexico","Ciudad de Mexico","Mexico City","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","15","-","-","46"
"281473862374020","281473862374020","RES","MX","Mexico","Veracruz de Ignacio de la Llave","Coacotla","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","18","-","-","43"
"281473862403500","281473862403500","RES","MX","Mexico","Mexico","Ciudad Nezahualcoyotl","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","12","-","-","49"
"281473862496339","281473862496339","RES","MX","Mexico","Chiapas","Tecpatan","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","29","-","-","32"
"281473862575073","281473862575073","RES","MX","Mexico","Mexico","Ciudad Nezahualcoyotl","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","6","-","-","55"
"281473862627902","281473862627902","RES","MX","Mexico","Nuevo Leon","Galeana","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","25","-","-","36"
"281473862708313","281473862708313","RES","MX","Mexico","Nuevo Leon","Ciudad Sabinas Hidalgo","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","6","-","-","55"
"281473862787058","281473862787058","RES","MX","Mexico","Chihuahua","Cuauhtemoc","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","15","-","-","46"
"281473862907423","281473862907423","RES","MX","Mexico","Ciudad de Mexico","Magdalena Contreras","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","25","-","-","36"
"281473862923463","281473862923463","RES","MX","Mexico","Puebla","San Mateo Tlaixpan","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","20","-","-","41"
"281473862979985","281473862979985","RES","MX","Mexico","San Luis Potosi","Ciudad Valles","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","10","-","-","51"
"281473863042225","281473863042225","RES","MX","Mexico","Nuevo Leon","Monterrey","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","24","-","-","37"
"281473863106548","281473863106548","RES","MX","Mexico","Nuevo Leon","Monterrey","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","14","-","-","47"
"281473863209298","281473863209298","RES","MX","Mexico","Morelos","Tlalnepantla","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","19","-","-","42"
"281473863293539","281473863293539","RES","MX","Mexico","Yucatan","Merida","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","15","-","-","46"
"281473863360335","281473863360335","RES","MX","Mexico","Jalisco","Guadalajara","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","19","-","-","42"
"281473863455644","281473863455644","RES","MX","Mexico","Puebla","Cacaloxuchitl","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","6","-","-","55"
"281473863631808","281473863631808","RES","MX","Mexico","Tlaxcala","Tlaxcala","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","5","-","-","56"
"281473863700021","281473863700021","RES","MX","Mexico","Durango","Gomez Palacio","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","20","-","-","41"
"281473863741781","281473863741781","RES","MX","Mexico","Guanajuato","San Luis de la Paz","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","19","-","-","42"
"281473863875056","281473863875056","RES","MX","Mexico","Mexico","Ciudad Nezahualcoyotl","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","28","-","-","33"
"281473863961196","281473863961196","RES","MX","Mexico","Yucatan","Merida","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","4","-","-","57"
"281473864050822","281473864050822","RES","MX","Mexico","Campeche","Hecelchakan","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","29","-","-","32"
"281473864146183","281473864146183","RES","MX","Mexico","Nuevo Leon","Monterrey","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","16","-","-","45"
"281473864219984","281473864219984","RES","MX","Mexico","Campeche","Champoton","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","2","-","-","59"
"281473864310033","281473864310033","RES","MX","Mexico","Jalisco","Guadalajara","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","8","-","-","53"
"281473864402668","281473864402668","RES","MX","Mexico","Coahuila de Zaragoza","Nava","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","11","-","-","50"
"281473864496351","281473864496351","RES","MX","Mexico","Queretaro","Queretaro","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","9","-","-","52"
"281473864603488","281473864603488","RES","MX","Mexico","Jalisco","Guadalajara","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","9","-","-","52"
"281473864673293","281473864673293","RES","MX","Mexico","San Luis Potosi","Rio Verde","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","4","-","-","57"
"281473864875137","281473864875137","RES","MX","Mexico","Sinaloa","Culiacan","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","29","-","-","32"
"281473864956549","281473864956549","RES","MX","Mexico","Guanajuato","Pueblo Nuevo","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","2","-","-","59"
"281473865031473","281473865031473","RES","MX","Mexico","Mexico","Ciudad Nezahualcoyotl","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","8","-","-","53"
"281473865126004","281473865126004","RES","MX","Mexico","Puebla","Cholula","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","6","-","-","55"
"281473865177733","281473865177733","RES","MX","Mexico","Mexico","Ciudad Nezahualcoyotl","Gestion de Direccionamiento Uninet","telmex.com","ISP/MOB","8151","Uninet","28","-","-","33"
"281473865241327","281473865241327","RES","MX","Mexico","Veracruz de Ignacio de la Llave","Veracruz","Mega Cable S.A. de C.V.","megared.net.mx","ISP","13999","Mega Cable S.A. de C.V.","21","-","-","40"
"281473865256562","281473865256562","RES","MX","Mexico","Mexico","San Pedro Xalpa","Mega Cable S.A. de C.V.","megared.net.mx","ISP","13999","Mega Cable S.A. de C.V.","3","-","-","58"
"281473865469798","281473865469798","RES","MX","Mexico","Nayarit","Tepic","Mega Cable S.A. de C.V.","megared.net.mx","ISP","13999","Mega Cable S.A. de C.V.","22","-","-","39"
"281473865553102","281473865553102","RES","MX","Mexico","Hidalgo","Ciudad Sahagun","Mega Cable S.A. de C.V.","megared.net.mx","ISP","13999","Mega Cable S.A. de C.V.","14","-","-","47"
"281473865612857","281473865612857","RES","MX","Mexico","Oaxaca","Santo Domingo Tehuantepec","Mega Cable S.A. de C.V.","megared.net.mx","ISP","13999","Mega Cable S.A. de C.V.","10","-","-","51"
"281473865871873","281473865871873","VPN","MX","Mexico","Baja California","Tijuana","Tecnologias Avanzadas S. de R.L. de C.V.","red-siete.net","DCH","265575","Tecnologias Avanzadas S. de R.L. de C.V.","29","-","-","91"
"281473865947996","281473865947996","RES","MX","Mexico","Baja California","Puebla","Total Play Telecomunicaciones S.A.P.I. de C.V.","totalplay.net","ISP","17072","Total Play Telecomunicaciones S.A.P.I. de C.V.","19","-","-","42"
"281473865952938","281473865952938","RES","MX","Mexico","Baja California","Ensenada","Total Play Telecomunicaciones S.A.P.I. de C.V.","totalplay.net","ISP","17072","Total Play Telecomunicaciones S.A.P.I. de C.V.","29","-","-","32"
"281473865964594","281473865964594","RES","MX","Mexico","Nayarit","Tepic","Total Play Telecomunicaciones S.A.P.I. de C.V.","totalplay.net","ISP","17072","Total Play Telecomunicaciones S.A.P.I. de C.V.","10","-","-","51"
"281473865966795","281473865966795","RES","MX","Mexico","Jalisco","Guadalajara","Total Play Telecomunicaciones S.A.P.I. de C.V.","totalplay.net","ISP","17072","Total Play Telecomunicaciones S.A.P.I. de C.V.","28","-","-","33"
"281473865974687","281473865974687","RES","MX","Mexico","Baja California","Puebla","Total Play Telecomunicaciones S.A.P.I. de C.V.","totalplay.net","ISP","17072","Total Play Telecomunicaciones S.A.P.I. de C.V.","13","-","-","48"
"281473865979550","281473865979550","RES","MX","Mexico","Mexico","Ciudad Nezahualcoyotl","Total Play Telecomunicaciones S.A.P.I. de C.V.","totalplay.net","ISP","17072","Total Play Telecomunicaciones S.A.P.I. de C.V.","25","-","-","36"
