"281471378786828","281471378786828","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Tangier","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","15","-","-"
"281471378792282","281471378792282","RES","MA","Morocco","Rabat-Sale-Kenitra","Sale","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","7","-","-"
"281471378797978","281471378797978","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Oulad Tayeb","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","13","-","-"
"281471378805808","281471378805808","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Tangier","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","26","-","Webshare"
"281471378812491","281471378812491","RES","MA","Morocco","L'Oriental","Oujda","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","26","-","-"
"281471378820858","281471378820858","RES","MA","Morocco","Fes- Meknes","Meknes","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","13","-","-"
"281471378827535","281471378827535","RES","MA","Morocco","Rabat-Sale-Kenitra","Sale","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","12","-","Webshare"
"281471378833013","281471378833013","RES","MA","Morocco","Fes- Meknes","Meknes","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","9","-","-"
"281471378838468","281471378838468","RES","MA","Morocco","Rabat-Sale-Kenitra","Sale","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","24","-","Webshare"
"281471378843691","281471378843691","RES","MA","Morocco","Fes- Meknes","Missour","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","25","-","-"
"281471378852911","281471378852911","RES","MA","Morocco","Souss-Massa","Sidi Ifni","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","5","-","-"
"281471378857245","281471378857245","RES","MA","Morocco","Casablanca-Settat","Dar Bouazza","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","25","-","-"
"281471378862430","281471378862430","RES","MA","Morocco","Souss-Massa","Inezgane","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","28","-","Webshare"
"281471378867260","281471378867260","RES","MA","Morocco","Casablanca-Settat","Sidi Rahal","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","17","-","-"
"281471378872397","281471378872397","RES","MA","Morocco","Casablanca-Settat","Benslimane","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","25","-","-"
"281471378876391","281471378876391","RES","MA","Morocco","Marrakech-Safi","Sidi Rahhal","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","11","-","-"
"281471378880580","281471378880580","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","10","-","Webshare"
"281471378886556","281471378886556","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","3","-","-"
"281471378891433","281471378891433","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","6","-","-"
"281471378896383","281471378896383","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","8","-","-"
"281471378901094","281471378901094","RES","MA","Morocco","Beni-Mellal-Khenifra","Skoura","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","23","-","-"
"281471378904950","281471378904950","RES","MA","Morocco","Draa-Tafilalet","Ouarzazat","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","20","-","Webshare"
"281471378909143","281471378909143","RES","MA","Morocco","Souss-Massa","Oulad Teima","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","4","-","-"
"281471378915517","281471378915517","RES","MA","Morocco","Rabat-Sale-Kenitra","Sidi Qacem","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","3","-","-"
"281471378923042","281471378923042","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Imzourene","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","23","-","Webshare"
"281471378931564","281471378931564","RES","MA","Morocco","Fes- Meknes","Meknes","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","13","-","-"
"281471378939076","281471378939076","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Tangier","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","29","-","Webshare"
"281471378946277","281471378946277","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Tetouan","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","4","-","Webshare"
"281471378954186","281471378954186","RES","MA","Morocco","Guelmim-Oued Noun (EH-partial)","Taourirt","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","16","-","-"
"281471378961843","281471378961843","RES","MA","Morocco","Casablanca-Settat","El Jadida","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","16","-","-"
"281471378970789","281471378970789","RES","MA","Morocco","Fes- Meknes","Meknes","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","6","-","-"
"281471378982197","281471378982197","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","13","-","-"
"281471378987503","281471378987503","RES","MA","Morocco","Casablanca-Settat","Tit Mellil","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","24","-","-"
"281471378991801","281471378991801","RES","MA","Morocco","Marrakech-Safi","Marrakesh","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","22","-","-"
"281471378995776","281471378995776","RES","MA","Morocco","Guelmim-Oued Noun (EH-partial)","Agadir","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","22","-","-"
"281471379000242","281471379000242","RES","MA","Morocco","Souss-Massa","Ait Melloul","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","22","-","-"
"281471379005227","281471379005227","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Martil","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","4","-","-"
"281471379018655","281471379018655","RES","MA","Morocco","L'Oriental","Zaio","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","13","-","-"
"281471379024728","281471379024728","RES","MA","Morocco","Rabat-Sale-Kenitra","Sidi Yahia El Gharb","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","5","-","-"
"281471379030380","281471379030380","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Ouezzane","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","17","-","-"
"281471379036262","281471379036262","RES","MA","Morocco","Rabat-Sale-Kenitra","Rabat","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","8","-","-"
"281471379041573","281471379041573","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","28","-","Webshare"
"281471379778698","281471379778698","RES","GH","Ghana","Northern","Tamale","Ghana Telecommunications Company Limited","vodafone.com.gh","MOB","29614","Ghana Telecom ISP Network","22","-","-"
"281471379954176","281471379954176","RES","ZA","South Africa","Kwazulu-Natal","Umlazi","Cell C (Pty) Ltd","cellc.co.za","MOB","37168","Cell C (Pty) Ltd","9","-","Webshare"
"281471379993943","281471379993943","RES","GA","Gabon","Estuaire","Owendo","Gabon Telecom","gabontelecom.ga","ISP/MOB","16058","Gabon Telecom","15","-","Webshare"
"281471380009263","281471380009263","RES","GA","Gabon","Haut-Ogooue","Moanda","Gabon Telecom","gabontelecom.ga","ISP/MOB","16058","Gabon Telecom","21","-","-"
"281471380023938","281471380023938","RES","GA","Gabon","Estuaire","Libreville","Gabon Telecom","gabontelecom.ga","ISP/MOB","16058","Gabon Telecom","18","-","-"
"281471380992925","281471380992925","RES","ZA","South Africa","Gauteng","Johannesburg","Liquid Telecommunications Operations Limited","liquidtelecom.com","ISP","30844","Liquid Telecommunications Ltd","20","-","-"
"281471381128056","281471381128056","RES","ZA","South Africa","Gauteng","Johannesburg","Liquid Telecommunications Operations Limited","liquidtelecom.com","ISP","30844","Liquid Telecommunications Ltd","10","-","-"
"281471381541779","281471381541779","RES","NA","Namibia","Otjozondjupa","Okahandja","Telecom Namibia","telecom.na","ISP/MOB","36996","Telecom Namibia","23","-","-"
"281471381589364","281471381589364","RES","NA","Namibia","Otjozondjupa","Otjiwarongo","Telecom Namibia","telecom.na","ISP/MOB","36996","Telecom Namibia","10","-","-"
"281471381833046","281471381833046","RES","RW","Rwanda","Ville de Kigali","Kigali","MTN Rwandacell","mtn.co.rw","ISP/MOB","36890","MTN Rwandacell","29","-","-"
"281471381840729","281471381840729","RES","RW","Rwanda","Nord","Ruhengeri","MTN Rwandacell","mtn.co.rw","ISP/MOB","36890","MTN Rwandacell","17","-","-"
"281471381957334","281471381957334","RES","MR","Mauritania","Nouakchott Ouest","Nouakchott","Mauritel 3G","mauritel.mr","MOB","29544","Mauritanian Telecommunication Company","18","-","-"
"281471381959994","281471381959994","RES","MR","Mauritania","Nouakchott Ouest","Nouakchott","Mauritanian Telecommunication Company","mauritel.mr","ISP/MOB","29544","Mauritanian Telecommunication Company","27","-","-"
"281471382006493","281471382006493","RES","CI","Cote D'ivoire","Sassandra-Marahoue","Daloa","Orange Cote d'Ivoire","orange.ci","ISP/MOB","29571","Orange Cate d'Ivoire","27","-","-"
"281471382271960","281471382271960","RES","ZA","South Africa","Gauteng","Johannesburg","Vox Telecom Ltd","voxtelecom.co.za","ISP","11845","Vox Telecom Ltd","7","-","Webshare"
"281471382291775","281471382291775","RES","ZA","South Africa","Gauteng","Johannesburg","Vox Telecom Ltd","voxtelecom.co.za","ISP","11845","Vox Telecom Ltd","8","-","Webshare"
"281471382301075","281471382301075","RES","ZA","South Africa","Northern Cape","Lime Acres","Vox Telecom Ltd","voxtelecom.co.za","ISP","11845","Vox Telecom Ltd","2","-","-"
"281471382320239","281471382320239","RES","ZA","South Africa","Kwazulu-Natal","Pietermaritzburg","Vox Telecom Ltd","voxtelecom.co.za","ISP","11845","Vox Telecom Ltd","15","-","-"
"281471382626362","281471382626362","RES","ZA","South Africa","Kwazulu-Natal","Glencoe","Echotel Pty Ltd","echosp.co.za","ISP","327693","Echotel Pty Ltd","17","-","Webshare"
"281471382720325","281471382720325","RES","DZ","Algeria","Batna","Barika","Telecom Algeria","algerietelecom.dz","ISP/MOB","327931","Optimum Telecom Algeria","20","-","-"
"281471382724312","281471382724312","RES","DZ","Algeria","Tebessa","Tebessa","Telecom Algeria","algerietelecom.dz","ISP/MOB","327931","Optimum Telecom Algeria","9","-","-"
"281471382741378","281471382741378","RES","DZ","Algeria","Setif","Setif","Telecom Algeria","algerietelecom.dz","ISP/MOB","33779","Wataniya Telecom Algerie","27","-","-"
"281471382768870","281471382768870","RES","DZ","Algeria","Souk Ahras","Souk Ahras","Telecom Algeria","algerietelecom.dz","ISP/MOB","36947","AS de Algerie Telecom","5","-","-"
"281471382813002","281471382813002","RES","DZ","Algeria","Batna","Batna","Telecom Algeria","algerietelecom.dz","ISP/MOB","36947","AS de Algerie Telecom","16","-","-"
"281471382922671","281471382922671","RES","ZA","South Africa","Gauteng","Johannesburg","Electronic Communications Network (Pty) Ltd","ecn.co.za","ISP","36968","ECN Telecommunications Pty Ltd","28","-","-"
"281471383073113","281471383073113","PUB","EG","Egypt","Al Isma'iliyah","Ismailia","Egypt Centers","dataxprs.com.eg","DCH","30993","Egypt Centers","30","-","-"
"281471383273584","281471383273584","RES","SN","Senegal","Thies","Nguekhokh","Sonatel Societe Nationale des Telecommunications du Senegal","sonatel.sn","ISP/MOB","8346","Autonomous System","18","-","-"
"281471383289846","281471383289846","RES","SN","Senegal","Dakar","Dakar","Sonatel Societe Nationale des Telecommunications du Senegal","sonatel.sn","ISP/MOB","8346","Autonomous System","21","-","-"
"281471383517824","281471383517824","RES","KE","Kenya","Kiambu","Kiambu","Wananchi Group Kenya","wananchi.com","ISP","15399","Wananchi Group","28","-","-"
"281471383640247","281471383640247","RES","SN","Senegal","Thies","Thies Nones","Sonatel Societe Nationale des Telecommunications du Senegal","sonatel.sn","ISP/MOB","8346","Autonomous System","12","-","-"
"281471383657963","281471383657963","RES","SN","Senegal","Thies","Nguekhokh","Sonatel Societe Nationale des Telecommunications du Senegal","sonatel.sn","ISP/MOB","8346","Autonomous System","15","-","-"
"281471383755660","281471383755660","RES","CV","Cabo Verde","Ribeira Grande","Ribeira Grande","Cabo Verde Telecom S.A","cvt.cv","ISP/MOB","37517","Cabo Verde Telecom S.A","24","-","-"
"281471383824806","281471383824806","PUB","CM","Cameroon","Littoral","Douala","Inq Digital Cameroon SA","inq.inc","DCH","37672","Inq Digital Cameroon SA","30","-","-"
"281471383974806","281471383974806","RES","SN","Senegal","Ziguinchor","Ziguinchor","Sudatel Senegal","sudatel.sd","MOB","37196","Sudatel Senegal","3","-","-"
"281471384103560","281471384103679","DCH","TZ","Tanzania, the United Republic of","Dar es Salaam","Dar es Salaam","Simbanet (T) Limited","simbanet.co.tz","DCH","37084","Simbanet (T) Ltd","1","-","-"
"281471384218080","281471384218087","DCH","GH","Ghana","Greater Accra","Accra","Egov Dr Internet","comsysghana.com","DCH","37012","Comsys Ghana Ltd","1","-","-"
"281471384304022","281471384304022","RES","TN","Tunisia","Sousse","Sousse","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37492","Orange Tunisie","18","-","-"
"281471384372980","281471384372980","RES","TN","Tunisia","Medenine","Midoun","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37671","3S INF","18","-","-"
"281471384384381","281471384384381","RES","TN","Tunisia","Tunis","Tunis","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37671","3S INF","17","-","-"
"281471384400668","281471384400668","RES","TN","Tunisia","Bizerte","Menzel Bourguiba","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37671","3S INF","1","-","-"
"281471384416546","281471384416546","RES","TN","Tunisia","Monastir","Jemmal","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37671","3S INF","28","-","-"
"281471384448190","281471384448190","RES","TN","Tunisia","La Manouba","El Battan","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37705","TopNet","1","-","-"
"281471384472635","281471384472635","RES","TN","Tunisia","Tunis","Tunis","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37705","TopNet","16","-","-"
"281471384483741","281471384483741","RES","TN","Tunisia","La Manouba","El Battan","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37705","TopNet","17","-","-"
"281471384506333","281471384506333","RES","TN","Tunisia","Nabeul","Kelibia","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37693","Tunisiana","2","-","-"
"281471384532028","281471384532028","RES","TN","Tunisia","Siliana","Bou Arada","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37671","3S INF","10","-","-"
"281471384547074","281471384547074","RES","TN","Tunisia","Sidi Bouzid","Jilma","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37671","3S INF","15","-","-"
"281471384699971","281471384699971","RES","TN","Tunisia","Sfax","Sfax","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37705","TopNet","28","-","-"
"281471384719534","281471384719534","RES","TN","Tunisia","L'Ariana","Ariana","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37705","TopNet","12","-","-"
"281471384729621","281471384729621","RES","TN","Tunisia","Ben Arous","Ben Arous","ATI - Agence Tunisienne Internet","ati.tn","ISP/MOB","37705","TopNet","1","-","-"
"281471384839445","281471384839445","RES","EG","Egypt","Al Qahirah","Cairo","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","19","-","-"
"281471384895299","281471384895299","RES","EG","Egypt","Al Jizah","Madinat Sittah Uktubar","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","6","-","-"
"281471384948866","281471384948866","RES","EG","Egypt","Al Jizah","Madinat Sittah Uktubar","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","24","-","-"
"281471385004353","281471385004353","RES","EG","Egypt","Al Jizah","Giza","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","6","-","-"
"281471385042030","281471385042030","RES","EG","Egypt","Kafr ash Shaykh","Disuq","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","20","-","-"
"281471385063351","281471385063351","RES","EG","Egypt","Kafr ash Shaykh","Kafr ash Shaykh","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","9","-","-"
"281471385111578","281471385111578","RES","EG","Egypt","Al Jizah","Al Hawamidiyah","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","24","-","-"
"281471385183018","281471385183018","RES","EG","Egypt","Al Qahirah","Cairo","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","3","-","-"
"281471385238686","281471385238686","RES","EG","Egypt","Al Qahirah","Cairo","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","12","-","-"
"281471385295804","281471385295804","RES","EG","Egypt","Al Iskandariyah","Alexandria","TE Data","tedata.net","ISP/MOB","8452","Telecom Egypt","17","-","-"
"281471385486061","281471385486095","DCH","NG","Nigeria","Lagos","Lagos","General Telecommunication Networks (NIG) Limited","arcelornetworks.net","DCH","37605","General Telecommunication Networks Limited","1","-","-"
"281471385510417","281471385510417","RES","ZA","South Africa","Western Cape","Cape Town","SADV (Pty) Ltd","sadv.co.za","ISP","37049","SADV (Pty) Ltd","20","-","Webshare"
"281471385549400","281471385549400","RES","CD","Congo (the Democratic Republic of the)","Lualaba","Kolwezi","Celtel DRC","airtelkenya.com","MOB","327708","Airtel Rwanda","12","-","-"
"281471385865588","281471385865588","RES","MA","Morocco","Guelmim-Oued Noun (EH-partial)","Tan-Tan","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","17","-","-"
"281471385872763","281471385872763","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Tangier","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","2","-","-"
"281471385879160","281471385879160","RES","MA","Morocco","Draa-Tafilalet","Ouarzazat","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","15","-","-"
"281471385885189","281471385885189","RES","MA","Morocco","L'Oriental","Oujda","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","17","-","-"
"281471385892131","281471385892131","RES","MA","Morocco","Fes- Meknes","Fes","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","12","-","-"
"281471385898354","281471385898354","RES","MA","Morocco","Rabat-Sale-Kenitra","Rabat","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","19","-","-"
"281471385903288","281471385903288","RES","MA","Morocco","Rabat-Sale-Kenitra","Temara","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","10","-","-"
"281471385908666","281471385908666","RES","MA","Morocco","Rabat-Sale-Kenitra","Tiflet","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","9","-","-"
"281471385913634","281471385913634","RES","MA","Morocco","Rabat-Sale-Kenitra","Rabat","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","24","-","Webshare"
"281471385918654","281471385918654","RES","MA","Morocco","Rabat-Sale-Kenitra","Temara","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","25","-","-"
"281471385928048","281471385928048","RES","MA","Morocco","Rabat-Sale-Kenitra","Rabat","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","8","-","-"
"281471385932931","281471385932931","RES","MA","Morocco","Casablanca-Settat","Bouznika","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","17","-","-"
"281471385938424","281471385938424","RES","MA","Morocco","Fes- Meknes","Fes","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","8","-","-"
"281471385946696","281471385946696","RES","MA","Morocco","Tanger-Tetouan-Al Hoceima","Martil","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","10","-","-"
"281471385952007","281471385952007","RES","MA","Morocco","Rabat-Sale-Kenitra","Sale","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","19","-","-"
"281471385958001","281471385958001","RES","MA","Morocco","Casablanca-Settat","Bouznika","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","18","-","-"
"281471385962982","281471385962982","RES","MA","Morocco","Rabat-Sale-Kenitra","Temara","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","4","-","-"
"281471385967918","281471385967918","RES","MA","Morocco","Rabat-Sale-Kenitra","Tiflet","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","2","-","-"
"281471385974599","281471385974599","RES","MA","Morocco","Casablanca-Settat","El Jadida","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","29","-","-"
"281471385980413","281471385980413","RES","MA","Morocco","Beni-Mellal-Khenifra","Kasba Tadla","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","24","-","-"
"281471385985178","281471385985178","RES","MA","Morocco","Beni-Mellal-Khenifra","Fquih Ben Salah","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","18","-","-"
"281471385994961","281471385994961","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","19","-","-"
"281471386005987","281471386005987","RES","MA","Morocco","Casablanca-Settat","Bouskoura","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","15","-","-"
"281471386011621","281471386011621","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","20","-","-"
"281471386017545","281471386017545","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","6","-","-"
"281471386022001","281471386022001","RES","MA","Morocco","Casablanca-Settat","Boulaouane","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","12","-","-"
"281471386027334","281471386027334","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","11","-","-"
"281471386033361","281471386033361","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","3","-","-"
"281471386037887","281471386037887","RES","MA","Morocco","Marrakech-Safi","Marrakesh","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","24","-","-"
"281471386041922","281471386041922","RES","MA","Morocco","Marrakech-Safi","Tidili Mesfioua","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","2","-","-"
"281471386047156","281471386047156","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","21","-","-"
"281471386052803","281471386052803","RES","MA","Morocco","Casablanca-Settat","Bouznika","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","26","-","Webshare"
"281471386059472","281471386059472","RES","MA","Morocco","Marrakech-Safi","Marrakesh","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","26","-","-"
"281471386063779","281471386063780","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","17","-","-"
"281471386069657","281471386069657","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","9","-","-"
"281471386075153","281471386075153","RES","MA","Morocco","Casablanca-Settat","Casablanca","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","26","-","-"
"281471386081439","281471386081439","RES","MA","Morocco","Guelmim-Oued Noun (EH-partial)","Agadir","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","24","-","-"
"281471386086045","281471386086045","RES","MA","Morocco","Casablanca-Settat","Mohammedia","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","2","-","-"
"281471386091959","281471386091959","RES","MA","Morocco","Marrakech-Safi","Sidi Rahhal","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","15","-","-"
"281471386096367","281471386096367","RES","MA","Morocco","Casablanca-Settat","Bouskoura","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","10","-","-"
"281471386100745","281471386100745","RES","MA","Morocco","Casablanca-Settat","Dar Bouazza","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","21","-","-"
"281471386105332","281471386105332","RES","MA","Morocco","Casablanca-Settat","Sidi Rahal","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","21","-","-"
"281471386109642","281471386109642","RES","MA","Morocco","Marrakech-Safi","Marrakesh","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","28","-","-"
"281471386116334","281471386116334","RES","MA","Morocco","Casablanca-Settat","El Jadida","Maroc Telecom","iam.ma","ISP/MOB","36903","ASN du reseaux MPLs de Maroc Telecom","7","-","-"
"281471386272437","281471386272437","RES","LY","Libya","Banghazi","Benghazi","Libya Telecom & Technology","ltt.ly","ISP","21003","General Post and Telecommunication Company (GPTC)","20","-","-"
