"281472441191220","281472441191220","PUB","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","203020","HostRoyale Technologies Pvt Ltd","30","-"
"281472441198000","281472441198000","PUB","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","203020","HostRoyale Technologies Pvt Ltd","30","-"
"281472441210284","281472441210284","PUB","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","30","-"
"281472441218485","281472441218488","VPN","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","203020","HostRoyale Technologies Pvt Ltd","1","-"
"281472441245361","281472441245366","DCH","US","United States of America","Washington","Seattle","EE0 Networks","layerhost.com","DCH","16509","Amazon.com Inc.","1","-"
"281472441276243","281472441276247","DCH","US","United States of America","California","Cupertino","Colocation America Corporation","colocationamerica.com","DCH","212238","DataCamp Limited","1","-"
"281472441310161","281472441310162","PUB","US","United States of America","California","Los Angeles","WHDot LLC","whdot.com","DCH","22552","eSited Solutions","30","-"
"281472441318760","281472441318760","PUB","US","United States of America","California","Los Angeles","WHDot LLC","whdot.com","DCH","22552","eSited Solutions","30","-"
"281472441452830","281472441452831","VPN","US","United States of America","Washington","Seattle","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"281472441467616","281472441467616","PUB","US","United States of America","Washington","Seattle","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"281472441477897","281472441477901","DCH","US","United States of America","Washington","Seattle","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"281472441493851","281472441493851","PUB","US","United States of America","Washington","Seattle","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"281472441787681","281472441787682","VPN","US","United States of America","California","Los Angeles","WiredISP Inc.","wired-networks.com","DCH","396356","Latitude.sh","1","-"
"281472441814442","281472441814442","PUB","US","United States of America","Colorado","Denver","Azure Technology Co. Limited","azure-tech.com","DCH","22552","eSited Solutions","14","-"
"281472441847165","281472441847165","PUB","US","United States of America","Texas","Dallas","FASTPLANET LTD","fastplanet.com","DCH","205659","UAB code200","19","-"
"281472441850597","281472441850597","VPN","US","United States of America","New York","New York City","FASTPLANET LTD","fastplanet.com","DCH","205659","UAB code200","1","-"
"281472441917515","281472441917515","VPN","US","United States of America","Illinois","Chicago","AS206092 Internet Utilities Europe and Asia Limited","netutils.io","DCH","206092","F.N.S. Holdings Limited","29","-"
"281472441939809","281472441939809","DCH","BR","Brazil","Rio Grande do Sul","Bento Goncalves","Internet Utilities NA LLC","netutils.io","DCH","270764","Ecxon Datacenter Ltda","1","-"
"281472441957950","281472441957950","VPN","US","United States of America","Washington","Olympia","VirtualShield LLC","virtualshield.com","DCH","62579","VirtualShield LLC","1","SPAM"
"281472441973321","281472441973321","PUB","US","United States of America","Colorado","Denver","Lemon Softpry Inc","netutils.io","DCH","22773","Cox Communications Inc.","27","-"
"281472442072419","281472442072524","DCH","US","United States of America","New Jersey","Clifton","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"281472442143222","281472442143222","DCH","US","United States of America","New Jersey","Cedar Knolls","Linode LLC","linode.com","DCH","63949","Akamai Connected Cloud","1","SCANNER"
"281472442173601","281472442173601","VPN","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","FASTPLANET LTD","fastplanet.com","DCH","202044","Getechbrothers MB","30","SPAM"
"281472442176740","281472442176740","PUB","AU","Australia","New South Wales","Sydney","FASTPLANET LTD","fastplanet.com","DCH","149428","code200 UAB","30","-"
"281472442184083","281472442184083","VPN","US","United States of America","Texas","Dallas","Web2Objects LLC","web2objects.com","DCH","62874","Web2Objects LLC","28","-"
"281472442210929","281472442210929","VPN","US","United States of America","Washington","Kent","Vultr Holdings LLC","vultr.com","DCH","20473","The Constant Company LLC","30","-"
"281472442236940","281472442236940","PUB","HU","Hungary","Budapest","Budapest","FASTPLANET LTD","fastplanet.com","DCH","205964","UAB code200","30","-"
"281472442238569","281472442238569","VPN","RS","Serbia","Beograd","Belgrade","FASTPLANET LTD","fastplanet.com","DCH","205964","UAB code200","1","-"
"281472442247359","281472442247359","PUB","CA","Canada","Prince Edward Island","Kensington","FASTPLANET LTD","fastplanet.com","DCH","202044","Getechbrothers MB","27","-"
"281472442248434","281472442248435","DCH","CL","Chile","Region Metropolitana de Santiago","Santiago","FASTPLANET LTD","fastplanet.com","DCH","396356","Latitude.sh","1","-"
"281472442255832","281472442255832","PUB","AR","Argentina","Ciudad Autonoma de Buenos Aires","Buenos Aires","FASTPLANET LTD","fastplanet.com","DCH","396356","Latitude.sh","30","-"
"281472442257861","281472442257861","VPN","US","United States of America","Texas","Dallas","FASTPLANET LTD","fastplanet.com","DCH","205659","UAB code200","1","-"
"281472442261797","281472442261797","PUB","AU","Australia","New South Wales","Kensington","FASTPLANET LTD","fastplanet.com","DCH","149428","code200 UAB","24","-"
"281472442264410","281472442264410","VPN","US","United States of America","New York","New York City","FASTPLANET LTD","fastplanet.com","DCH","205659","UAB code200","1","-"
"281472442268845","281472442268845","PUB","US","United States of America","Texas","Dallas","FASTPLANET LTD","fastplanet.com","DCH","205659","UAB code200","14","-"
"281472442510140","281472442510140","VPN","US","United States of America","New Jersey","Piscataway","Reliablesite.net LLC","reliablesite.net","DCH","23470","Reliablesite.net LLC","14","SPAM/SCANNER"
"281472442604918","281472442604927","DCH","US","United States of America","California","Los Angeles","Owned-Networks LLC","owned-networks.net","DCH","40676","Psychz Networks","1","-"
"281472442691942","281472442691942","PUB","US","United States of America","Virginia","Richmond","VitalKey","vitalkey.io","DCH","213954","Global Transit Systems LLC","30","-"
"281472442787956","281472442787956","VPN","DE","Germany","Hessen","Frankfurt am Main","Bunny Technology LLC","bunnytechnology.net","DCH","5065","Bunny Communications","12","-"
"281472442827684","281472442827779","DCH","US","United States of America","New Jersey","Clifton","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"281472442839196","281472442839196","VPN","US","United States of America","New Jersey","North Bergen","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","21","-"
"281472442850561","281472442850564","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"281472442862739","281472442862739","PUB","DE","Germany","Hessen","Frankfurt am Main","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","30","-"
"281472442871424","281472442871428","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"281472442880460","281472442880460","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","24","SCANNER"
"281472442893017","281472442893021","DCH","US","United States of America","Maryland","Kensington","FASTPLANET LTD","fastplanet.com","DCH","13886","Cloud South","1","-"
"281472442936966","281472442936966","VPN","US","United States of America","Connecticut","New Haven","Brain Peace Science Foundation Inc","brainps.org","DCH","210781","Brain PEACE Science Foundation Inc.","10","-"
"281472443010147","281472443010147","PUB","NO","Norway","Oslo","Oslo","FASTPLANET LTD","fastplanet.com","DCH","50304","Blix Solutions AS","24","-"
"281472443091305","281472443091305","VPN","US","United States of America","California","Santa Clara","Detect Network.us","egihosting.com","DCH","10557","Connect Northwest Internet Services LLC","1","-"
"281472443107211","281472443107211","PUB","CZ","Czechia","Praha, Hlavni mesto","Prague","Subnet Digital LLC","subnetdigital.com","DCH","62160","Web3 Leaders Inc","20","-"
"281472443116972","281472443116972","PUB","BR","Brazil","Sao Paulo","Sao Paulo","Subnet Digital LLC","subnetdigital.com","DCH","262287","Latitude.sh LTDA","30","-"
"281472443127143","281472443127143","PUB","SG","Singapore","Singapore","Singapore","Subnet Digital LLC","subnetdigital.com","DCH","59253","Leaseweb Singapore Pte. Ltd.","24","-"
"281472443134871","281472443134871","DCH","CA","Canada","Ontario","Toronto","Subnet Digital LLC","subnetdigital.com","DCH","201525","HZ Hosting Ltd","1","-"
"281472443139129","281472443139130","PUB","FR","France","Provence-Alpes-Cote-d'Azur","Marseille","Subnet Digital LLC","subnetdigital.com","DCH","59711","HZ Hosting Ltd","30","-"
"281472443157407","281472443157407","PUB","FR","France","Ile-de-France","Saint-Denis","Subnet Digital LLC","subnetdigital.com","DCH","5511","Orange S.A.","26","-"
"281472443165345","281472443165346","VPN","US","United States of America","California","Santa Clara","Colorberry VPN Services","egihosting.com","DCH","10557","Connect Northwest Internet Services LLC","1","-"
"281472443175317","281472443175317","PUB","CZ","Czechia","Praha, Hlavni mesto","Prague","Subnet Digital LLC","subnetdigital.com","DCH","62160","Web3 Leaders Inc","23","-"
"281472443188736","281472443188749","DCH","US","United States of America","California","Santa Clara","Subnet Digital LLC","subnetdigital.com","DCH","211273","Cloud Software - FZCO","1","-"
"281472443200700","281472443200700","PUB","AT","Austria","Wien","Vienna","Subnet Digital LLC","subnetdigital.com","DCH","44133","IPAX GmbH","30","-"
"281472443214912","281472443215135","VPN","US","United States of America","New York","New York City","Subnet Digital LLC","subnetdigital.com","DCH","9009","M247 Europe SRL","1","-"
"281472443280532","281472443280532","PUB","US","United States of America","Arizona","Tempe","PNAP ASHDC5","securedservers.com","DCH","19437","Secured Servers LLC","30","-"
"281472444444670","281472444444671","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","SEACOM Limited","seacom.mu","DCH","37100","SEACOM Limited","1","-"
"281472445164101","281472445164102","DCH","ZA","South Africa","Gauteng","Johannesburg","SEACOM Limited","seacom.mu","DCH","37100","SEACOM Limited","1","-"
"281472445379553","281472445379553","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","SEACOM Limited","seacom.mu","DCH","37100","SEACOM Limited","30","-"
"281472460687823","281472460687823","SES","CN","China","Hebei","Zhangjiakou","ChinaNet Hebei Province Network","chinatelecom.com.cn","SES/AIC","4134","China Telecom","1","-"
"281472461047711","281472461047718","DCH","CN","China","Shanghai","Shanghai","Aliyun Computing Co. Ltd","aliyun.com","DCH","37963","Hangzhou Alibaba Advertising Co. Ltd.","1","-"
"281472461077021","281472461077037","DCH","CN","China","Shanghai","Shanghai","Aliyun Computing Co. Ltd","aliyun.com","DCH","37963","Hangzhou Alibaba Advertising Co. Ltd.","1","-"
"281472461094767","281472461094833","DCH","CN","China","Shanghai","Shanghai","Aliyun Computing Co. Ltd","aliyun.com","DCH","37963","Hangzhou Alibaba Advertising Co. Ltd.","1","-"
"281472461103719","281472461103719","PUB","CN","China","Shanghai","Shanghai","Aliyun Computing Co. Ltd","aliyun.com","DCH","37963","Hangzhou Alibaba Advertising Co. Ltd.","30","-"
"281472461161413","281472461161413","PUB","CN","China","Shanghai","Shanghai","Aliyun Computing Co. Ltd","aliyun.com","DCH","37963","Hangzhou Alibaba Advertising Co. Ltd.","30","-"
"281472463343650","281472463343656","DCH","IT","Italy","Lombardia","Milan","Beijing Blue I.T Technologies Co. Ltd.","chinacache.com","DCH","9009","M247 Europe SRL","1","-"
"281472463353263","281472463353263","PUB","CA","Canada","Ontario","Toronto","Beijing Blue I.T Technologies Co. Ltd.","chinacache.com","DCH","9009","M247 Europe SRL","30","-"
"281472463354931","281472463354932","PUB","CA","Canada","Ontario","Toronto","Beijing Blue I.T Technologies Co. Ltd.","chinacache.com","DCH","9009","M247 Europe SRL","30","-"
"281472463378199","281472463378208","DCH","BR","Brazil","Sao Paulo","Rio Claro","Beijing Blue I.T Technologies Co. Ltd.","chinacache.com","DCH","9009","M247 Europe SRL","1","-"
"281472463547759","281472463547883","DCH","CN","China","Guangdong","Guangzhou","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com","DCH","45090","Shenzhen Tencent Computer Systems Company Limited","1","-"
"281472463661213","281472463661213","DCH","CN","China","Guangdong","Guangzhou","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com","DCH","45090","Shenzhen Tencent Computer Systems Company Limited","24","SCANNER"
"281472463965477","281472463965477","DCH","CN","China","Yunnan","Kunming","ChinaNet Yunnan Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","12","SCANNER"
"281472464914080","281472464914080","PUB","JP","Japan","Tokyo","Tokyo","Japan Internet Xing Co. Ltd.","jpix.ad.jp","DCH","2516","KDDI Corporation","30","-"
"281472464971873","281472464971903","DCH","JP","Japan","Tokyo","Tokyo","Japan Internet Xing Co. Ltd.","jpix.ad.jp","DCH","2516","KDDI Corporation","1","-"
"281472465085122","281472465085253","DCH","CN","China","Shanghai","Shanghai","Shanghai UCloud Information Technology Company Limited","ucloud.cn","DCH","58466","ChinaNet Guangdong Province Network","1","-"
"281472467525149","281472467525149","PUB","CN","China","Hebei","Cangzhou","ChinaNet Hebei Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","20","-"
"281472471033532","281472471033532","VPN","JP","Japan","Tokyo","Tokyo","KDDI Corporation","kddi.com","ISP/MOB","2516","KDDI Corporation","7","-"
"281472478290435","281472478290865","DCH","US","United States of America","Virginia","Ashburn","Amazon.com Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"281472485793409","281472485793409","SES","US","United States of America","Tennessee","Clarksville","AT&T Enterprises LLC","att.com","SES/AIC","7018","AT&T Enterprises LLC","1","-"
"281472486743781","281472486743781","VPN","US","United States of America","Georgia","Atlanta","QuadraNet Inc","quadranet.com","DCH","203020","HostRoyale Technologies Pvt Ltd","1","-"
"281472486761651","281472486761653","DCH","US","United States of America","California","Los Angeles","Zenlayer Inc","zenlayer.com","DCH","135377","UCloud Information Technology (HK) Limited","1","-"
"281472486837766","281472486837766","PUB","AE","United Arab Emirates","Dubayy","Dubai","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","30","-"
"281472486857147","281472486857148","DCH","US","United States of America","California","Los Angeles","VPSquan L.L.C.","vpsquan.com","DCH","62610","Zenlayer Inc","1","-"
"281472486905045","281472486905055","DCH","US","United States of America","Washington","Seattle","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"281472486915674","281472486915674","PUB","US","United States of America","Washington","Seattle","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"281472486924262","281472486924262","PUB","US","United States of America","Washington","Seattle","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"281472487078383","281472487078399","DCH","US","United States of America","California","San Jose","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","1","-"
"281472487122101","281472487122104","DCH","US","United States of America","Washington","Seattle","Sentris Network LLC","sentris.net","DCH","29802","Hivelocity Inc.","1","-"
"281472487123808","281472487123808","DCH","US","United States of America","Washington","Seattle","Sentris Network LLC","sentris.net","DCH","29802","Hivelocity Inc.","1","-"
"281472487318528","281472487319655","DCH","US","United States of America","Nevada","Las Vegas","ServerHub","serverhub.com","DCH","62904","Eonix Corporation","1","-"
"281472487501312","281472487501337","DCH","TR","Turkiye","Istanbul","Istanbul","Syn Ltd","syn.ltd.uk","DCH","213535","YottaSrc","1","-"
"281472487753646","281472487753646","PUB","US","United States of America","Texas","Austin","Oracle Corporation","oracle.com","DCH","90","Oracle Corporation","30","-"
"281472487864957","281472487864957","DCH","US","United States of America","Colorado","Florence","GCHAO LLC","gchao.com","DCH","36352","HostPapa","1","-"
"281472488059854","281472488059860","DCH","US","United States of America","New Jersey","Secaucus","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"281472488180501","281472488180501","PUB","US","United States of America","New Mexico","Albuquerque","David Wu","cgweb.us","DCH","36352","HostPapa","19","-"
"281472488187190","281472488187190","PUB","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","30","-"
"281472488192964","281472488193023","DCH","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488206496","281472488206511","DCH","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488215082","281472488215082","PUB","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","30","-"
"281472488223428","281472488223428","VPN","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488227672","281472488227672","VPN","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","SPAM/SCANNER"
"281472488234290","281472488234290","PUB","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488237845","281472488237845","DCH","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488246447","281472488246447","VPN","US","United States of America","California","Rancho Cucamonga","RackNerd LLC","racknerd.com","DCH","36352","HostPapa","1","-"
"281472488252600","281472488252600","PUB","US","United States of America","California","Los Angeles","MPServ","vortexservers.com","DCH","36352","HostPapa","30","-"
"281472488267087","281472488267087","PUB","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488270690","281472488270690","PUB","US","United States of America","Illinois","Elk Grove Village","ChicagoVPS","chicagovps.com","DCH","36352","HostPapa","30","-"
"281472488275892","281472488275904","DCH","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488281421","281472488281463","DCH","US","United States of America","California","Rancho Cucamonga","RackNerd LLC","racknerd.com","DCH","36352","HostPapa","1","-"
"281472488290531","281472488290531","PUB","US","United States of America","California","Rancho Cucamonga","RackNerd LLC","racknerd.com","DCH","36352","HostPapa","30","-"
"281472488295131","281472488295142","DCH","US","United States of America","California","Rancho Cucamonga","RackNerd LLC","racknerd.com","DCH","36352","HostPapa","1","-"
"281472488305225","281472488305225","VPN","US","United States of America","Utah","Orem","Highlight Marketing LLC","highlightmarketing.com","DCH","36352","HostPapa","1","-"
"281472488311677","281472488311677","DCH","US","United States of America","California","Rancho Cucamonga","RackNerd LLC","racknerd.com","DCH","36352","HostPapa","1","-"
"281472488319311","281472488319318","DCH","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488325790","281472488325790","PUB","US","United States of America","California","Rancho Cucamonga","RackNerd LLC","racknerd.com","DCH","36352","HostPapa","30","-"
"281472488333573","281472488333573","VPN","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","26","-"
"281472488341088","281472488341109","DCH","US","United States of America","California","Rancho Cucamonga","RackNerd LLC","racknerd.com","DCH","36352","HostPapa","1","-"
"281472488345329","281472488345329","PUB","US","United States of America","California","Rancho Cucamonga","RackNerd LLC","racknerd.com","DCH","36352","HostPapa","30","-"
"281472488353245","281472488353245","VPN","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488363506","281472488363506","VPN","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","28","-"
"281472488378409","281472488378409","VPN","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488386219","281472488386220","DCH","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","1","-"
"281472488393874","281472488393874","PUB","US","United States of America","New York","Buffalo","ColoCrossing","colocrossing.com","DCH","36352","HostPapa","30","-"
"281472488404055","281472488404055","PUB","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","30","-"
"281472488412711","281472488412712","PUB","US","United States of America","New Mexico","Albuquerque","IP Now LLC","colocrossing.com","DCH","36352","HostPapa","19","-"
"281472488427660","281472488427660","PUB","US","United States of America","Florida","Lauderhill","CloudIT Assets","cloudit.co","DCH","36352","HostPapa","30","-"
"281472488435272","281472488435272","PUB","US","United States of America","New York","Buffalo","HostPapa","hostpapa.com","DCH","36352","HostPapa","30","-"
"281472488638411","281472488638411","DCH","US","United States of America","Washington","Seattle","Root Networks","rootnetworks.com","DCH","16509","Amazon.com Inc.","1","-"
"281472488658347","281472488658348","DCH","US","United States of America","Washington","Seattle","LayerHost","layerhost.com","DCH","16509","Amazon.com Inc.","1","-"
"281472488797125","281472488797125","VPN","US","United States of America","Delaware","Wilmington","DedFiberCo","dedfiber.com","DCH","16628","DedFiberCo","12","-"
"281472488803829","281472488803829","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Syn Ltd","syn.ltd.uk","DCH","64080","Syn Ltd","1","-"
"281472488806641","281472488806642","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Syn Ltd","syn.ltd.uk","DCH","64080","Syn Ltd","30","-"
"281472488893530","281472488893530","PUB","US","United States of America","New York","New York City","Hosting Services Inc.","midphase.com","DCH","13213","THG Hosting Limited","30","-"
"281472489297495","281472489297495","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Zaandam","RouterHosting LLC","cloudzy.com","DCH","14956","RouterHosting LLC","30","-"
"281472489438520","281472489438528","DCH","JP","Japan","Tokyo","Tokyo","Vultr Holdings LLC","vultr.com","DCH","20473","The Constant Company LLC","1","-"
"281472497681176","281472497681191","DCH","US","United States of America","New Jersey","Piscataway","The Constant Company LLC","constant.com","DCH","20473","The Constant Company LLC","1","-"
"281472497703872","281472497703879","DCH","US","United States of America","New Jersey","Piscataway","The Constant Company LLC","constant.com","DCH","20473","The Constant Company LLC","1","-"
"281472497726811","281472497726871","DCH","JP","Japan","Tokyo","Tokyo","Vultr Holdings LLC","vultr.com","DCH","20473","The Constant Company LLC","1","-"
"281472497759273","281472497759273","VPN","US","United States of America","New York","New York City","Leaseweb USA Inc.","leaseweb.com","DCH","396362","Leaseweb USA Inc.","3","-"
"281472502178767","281472502178836","DCH","IE","Ireland","Dublin","Dublin","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"281472502261796","281472502261935","DCH","IE","Ireland","Dublin","Dublin","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"281472502650673","281472502650682","DCH","ID","Indonesia","Jakarta Raya","Jakarta","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"281472502743095","281472502743095","WEB","US","United States of America","Virginia","Dulles","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"281472504244944","281472504244947","DCH","CA","Canada","Ontario","Etobicoke","Goco Technology Limited Partnership","goco.ca","DCH","21724","Goco Technology Limited Partnership","1","-"
"281472504407608","281472504407615","DCH","CA","Canada","Quebec","Montreal","Joao Nunes","leaseweb.com","DCH","32613","Leaseweb Canada Inc.","1","-"
"281472504509458","281472504509458","PUB","US","United States of America","California","Los Angeles","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","6","-"
"281472504511296","281472504511296","PUB","FR","France","Ile-de-France","Paris","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","30","-"
"281472504515026","281472504515026","PUB","DE","Germany","Hessen","Frankfurt am Main","Ace Data Centers Inc.","acedatacenter.com","DCH","8881","1&1 Versatel GmbH","12","-"
"281472504516774","281472504516774","PUB","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","30","-"
"281472504519699","281472504519699","PUB","US","United States of America","Utah","Orem","Ace Data Centers Inc.","acedatacenter.com","DCH","401152","Ace Data Centers II L.L.C.","30","-"
"281472504522791","281472504522791","DCH","MY","Malaysia","Wilayah Persekutuan Kuala Lumpur","Kuala Lumpur","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","1","-"
"281472504525884","281472504525884","PUB","PH","Philippines","National Capital Region","Manila","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","24","-"
"281472504527921","281472504527921","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","21","-"
"281472504529220","281472504529220","PUB","MY","Malaysia","Wilayah Persekutuan Kuala Lumpur","Kuala Lumpur","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","24","-"
"281472504531301","281472504531301","PUB","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","28","-"
"281472504532868","281472504532868","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","24","-"
"281472504536655","281472504536655","PUB","MY","Malaysia","Wilayah Persekutuan Kuala Lumpur","Kuala Lumpur","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","26","-"
"281472504546315","281472504546315","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","29","-"
"281472504551210","281472504551210","PUB","MY","Malaysia","Wilayah Persekutuan Kuala Lumpur","Kuala Lumpur","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","30","-"
"281472504554933","281472504554933","PUB","FR","France","Ile-de-France","Paris","Zenlayer Inc","zenlayer.com","DCH","21859","Zenlayer Inc","25","-"
"281472504571504","281472504571511","DCH","US","United States of America","Texas","San Antonio","Ipanema Technologies","ipanematech.com","DCH","19994","Rackspace Hosting","1","-"
"281472504917170","281472504917171","VPN","SG","Singapore","Singapore","Singapore","Strong Technology LLC","strongvpn.com","DCH","140952","Strong Technology LLC","1","SPAM"
"281472505332992","281472505333759","DCH","US","United States of America","Arizona","Phoenix","Leaseweb USA Inc.","leaseweb.com","DCH","15003","Leaseweb USA Inc.","1","-"
"281472505559502","281472505559502","VPN","US","United States of America","Virginia","Ashburn","Psychz Networks","psychz.net","DCH","40676","Psychz Networks","1","SPAM"
"281472514468771","281472514468772","DCH","TR","Turkiye","Istanbul","Istanbul","G-Core Labs S.A.","gcorelabs.com","DCH","202422","G-Core Labs S.A.","1","-"
"281472515015428","281472515015431","DCH","IT","Italy","Lombardia","Besana in Brianza","Opiquad S.p.A.","opiquad.it","DCH","43843","Opiquad S.p.A.","1","-"
"281472515217632","281472515217663","DCH","UA","Ukraine","Kyiv","Kyiv","TANGRAM UKRAINE Ltd hosting network","tangram.ua","DCH","199098","LLC Tanhost","1","-"
"281472516553978","281472516553993","DCH","RS","Serbia","Beograd","Belgrade","RS","rackservers.com.au","DCH","8400","Telekom Srbija a.d.","1","-"
"281472516678631","281472516678643","DCH","RS","Serbia","Beograd","Belgrade","IPC BLOK d.o.o. Beograd","ipcblok.com","DCH","203877","Astra Telekom Doo Beograd","1","-"
"281472517381632","281472517381887","DCH","LU","Luxembourg","Luxembourg","Luxembourg","Innova Co S.A.R.L.","inn.eu","DCH","49813","Innova Co S.A.R.L.","1","-"
"281472517487723","281472517487723","PUB","ET","Ethiopia","Addis Ababa","Addis Ababa","Brightbox Systems Ltd","brightbox.co.uk","DCH","214143","SkyDigital Telecom Ltd","8","-"
"281472517517370","281472517517379","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Servers Tech Fzco","vdsina.com","DCH","216071","Servers Tech Fzco","1","-"
"281472517655752","281472517655755","DCH","DE","Germany","Baden-Wurttemberg","Karlsruhe","TelemaxX Telekommunikation GmbH","telemaxx.de","DCH","12843","TelemaxX Telekommunikation GmbH","1","-"
"281472517687275","281472517687276","DCH","UA","Ukraine","Sevastopol","Sevastopol","Lancom Ltd Russia Sevastopol","sevstar.net","DCH","35816","Lancom Ltd.","1","-"
"281472517691712","281472517691712","PUB","UA","Ukraine","Sevastopol","Sevastopol","Lancom Ltd Russia Sevastopol","sevstar.net","DCH","35816","Lancom Ltd.","30","-"
